row_idx,internal_id,title,ft_decision_primary,ft_decision_verifier,verifier_model,raw
42,ea94dbb7,Ontological Foundations of Multi-agent Framework for Organizational Diagnosis,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a fundamentos ontológicos de um framework multi-agente para diagnóstico organizacional, sem qualquer indicação de process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. Nenhum IC é atendido e o tema parece estar completamente fora do escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"":"
44,2fc65898,Special Issue on New Paradigms of Software Production and Deployment,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica uma edição especial sobre paradigmas de produção e implantação de software, sem evidência de aplicação de process mining, modelagem estocástica ou forecasting de métricas de processo. O abstract está ausente e o título por si só é demasiado genérico para justificar inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
45,20b29c3a,"Next process-activity prediction using Switch-Transformer: approach,
visualization, and performance evaluation",exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando verificar o domínio de aplicação. O título menciona predição de próxima atividade em processos usando Switch-Transformer, o que é potencialmente relevante para IC1/IC3 (PPM/forecasting), mas sem informação sobre se o domínio é software development ou outro domínio (saúde, manufatura, etc.)."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forec"
47,e94c6068,Selected Applications of Rules,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'Selected Applications of Rules' é demasiado genérico e o resumo está ausente; não há evidência que conecte o conteúdo a nenhum dos critérios de inclusão (process mining, modelagem estocástica, forecasting ou processos de SW). Na fase de texto completo, sem dados suficientes para confirmar relevância, a decisão conservadora é excluir."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_s"
48,fb1f51a4,Micro Workflow Gestural Analysis: Representation in Social Business Processes,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a análise gestual de micro-workflows em processos de negócio sociais, sem qualquer indicação de aplicação a processos de desenvolvimento de software, mineração de repositórios, modelagem estocástica ou forecasting no contexto de SE. O abstract está ausente, mas o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"
46,fa6ebfff,Dynamic multistage software estimation,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Dynamic multistage software estimation' sugere possível relevância para IC2/IC3 (modelagem estocástica ou forecasting em processos de SW), mas não há evidência suficiente para confirmar inclusão com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""forecasting"", ""software_process""],
  ""software_context"": ""software_project_management"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  """
49,de5d6423,Automatic Generation of Logical Specifications for Behavioural Models,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Automatic Generation of Logical Specifications for Behavioural Models' sugere possível relevância marginal para modelagem de processos comportamentais, mas não há evidência suficiente para confirmar ou excluir ICs relacionados a process mining, modelagem estocástica ou processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""no"
50,249e6ccc,"Agents of RUP Processes Model for IT Organizations Readiness to Agile
Transformation Assessment",exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação de conteúdo. O título sugere modelagem de processos RUP e avaliação de prontidão para transformação ágil em organizações de TI, o que tem relevância marginal para IC1/IC2 (process mining ou modelagem estocástica em processos de SW), mas não é possível confirmar sem o texto."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""unclear"",
  ""f"
51,1dc62ea0,"LPMSAEF: Lightweight process mining-based software architecture
evaluation framework for security and performance analysis",exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação definitiva. O título menciona 'process mining' e 'software architecture evaluation', o que sugere possível relevância para IC1 (process mining em SW), mas também pode ser EC2 (SW como objeto de análise técnica, não processo de desenvolvimento). É necessário texto completo para decidir."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
"
52,feb69012,Advances in Requirements Engineering: Bridging the Gap between Stakeholders’ Needs and Formal Designs,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em engenharia de requisitos (bridging stakeholders' needs and formal designs), que é um tópico de SE mas não abrange process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Nenhum IC da PATHCAST é atendido com base nas evidências disponíveis."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""requirements_engineering"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium"
53,d2b35713,Lightweight Adaptive Filtering for Efficient Learning and Updating of Probabilistic Models,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação do conteúdo. O título sugere métodos probabilísticos adaptativos, que poderiam ter alguma relevância marginal para modelagem estocástica em processos de SW, mas não há evidência suficiente para inclusão ou exclusão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""probabilistic_model"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unc"
54,6b24568e,A Quality Aggregation Model for Service-Oriented Software Product Lines Based on Variability and Composition Patterns,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica foco em qualidade de linhas de produto de software orientadas a serviços com padrões de variabilidade e composição, sem relação com process mining, modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo ou mineração de repositórios. Nenhum IC da SLR PATHCAST parece aplicável."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""c"
55,10e72e7e,The Process of Business Process Management,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título 'The Process of Business Process Management' sugere um trabalho sobre BPM em geral, sem ligação evidente a processos de desenvolvimento de software. Com abstract ausente e nenhum indicador nos metadados de que atenda a qualquer IC da SLR PATHCAST, a exclusão é a decisão mais segura."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": """
56,8564a1db,Validation and Verification of Interoperability Requirements,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a validação e verificação de requisitos de interoperabilidade, sem indicação de process mining, modelagem estocástica, forecasting ou mineração de repositórios de software. O abstract está ausente, mas o título não sugere relevância para nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""requirements_engineering"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
57,b19a547a,Business Process Extraction Using Static Analysis,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando avaliação rigorosa. O título sugere extração de processos de negócio via análise estática de código, o que poderia se relacionar com IC1 (process mining em artefatos de SW), mas não há evidência suficiente para confirmar ou excluir."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""software_process"", ""full_text_required"", ""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"
59,4fd2327e,"Comparing pre-commit reviews and post-commit reviews using process
simulation",include,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando confirmação dos critérios. O título menciona 'process simulation' e comparação de práticas de code review (pre-commit vs post-commit), sugerindo possível relevância para IC2 (modelagem estocástica/simulação de processos de SW) e IC1 (process mining em SW), mas sem o texto completo não é possível confirmar com confiança."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"", ""simulation"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""stoc"
